 flight_date | plane_tail_number | flight1_arrival_time | flight2_departure_time | origin_city_name |    stop_city_name     | dest_city_name | total_time | total_distance 
 28/1/2017   | N3MVAA            | 14:50                | 16:11                  | Seattle, WA      | Phoenix, AZ           | Boston, MA     |        429 |           3407
 3/1/2017    | N75435            | 13:31                | 16:25                  | Seattle, WA      | San Francisco, CA     | Boston, MA     |        430 |           3383
 27/1/2016   | N477UA            | 11:39                | 12:59                  | Seattle, WA      | Houston, TX           | Boston, MA     |        430 |           3471
 6/1/2016    | N526VA            | 20:23                | 21:52                  | Seattle, WA      | Los Angeles, CA       | Boston, MA     |        430 |           3565
 2/1/2016    | N525VA            | 20:43                | 21:48                  | Seattle, WA      | Los Angeles, CA       | Boston, MA     |        431 |           3565
 14/1/2016   | N527VA            | 20:26                | 21:49                  | Seattle, WA      | Los Angeles, CA       | Boston, MA     |        431 |           3565
 23/1/2017   | N580JB            | 17:40                | 22:03                  | Seattle, WA      | Long Beach, CA        | Boston, MA     |        432 |           3567
 19/1/2017   | N522NK            | 08:26                | 21:50                  | Seattle, WA      | Las Vegas, NV         | Boston, MA     |        433 |           3248
 23/1/2018   | N837VA            | 08:01                | 09:21                  | Seattle, WA      | San Francisco, CA     | Boston, MA     |        433 |           3383
 13/1/2016   | N522VA            | 20:22                | 22:00                  | Seattle, WA      | Los Angeles, CA       | Boston, MA     |        433 |           3565
 1/1/2017    | N14242            | 11:15                | 16:56                  | Seattle, WA      | San Francisco, CA     | Boston, MA     |        434 |           3383
 8/1/2018    | N480UA            | 05:55                | 09:53                  | Seattle, WA      | Houston, TX           | Boston, MA     |        436 |           3471
 28/1/2018   | N933NN            | 22:07                | 23:22                  | Seattle, WA      | Phoenix, AZ           | Boston, MA     |        438 |           3407
 5/1/2016    | N14242            | 07:49                | 23:10                  | Seattle, WA      | San Francisco, CA     | Boston, MA     |        439 |           3383
 2/1/2019    | N848VA            | 09:16                | 20:52                  | Seattle, WA      | San Francisco, CA     | Boston, MA     |        439 |           3383
 29/1/2016   | N526VA            | 20:25                | 21:41                  | Seattle, WA      | Los Angeles, CA       | Boston, MA     |        439 |           3565
 26/1/2018   | N625VA            | 08:00                | 09:24                  | Seattle, WA      | San Francisco, CA     | Boston, MA     |        440 |           3383
 29/1/2017   | N3DRAA            | 15:20                | 16:11                  | Seattle, WA      | Phoenix, AZ           | Boston, MA     |        441 |           3407
 18/1/2016   | N521VA            | 20:31                | 21:55                  | Seattle, WA      | Los Angeles, CA       | Boston, MA     |        441 |           3565
 22/1/2018   | N3732J            | 12:49                | 21:46                  | Seattle, WA      | Los Angeles, CA       | Boston, MA     |        445 |           3565
 27/1/2016   | N521VA            | 20:22                | 21:46                  | Seattle, WA      | Los Angeles, CA       | Boston, MA     |        445 |           3565
 11/1/2016   | N836VA            | 20:28                | 21:45                  | Seattle, WA      | Los Angeles, CA       | Boston, MA     |        445 |           3565
 23/1/2017   | N3DCAA            | 15:25                | 16:11                  | Seattle, WA      | Phoenix, AZ           | Boston, MA     |        447 |           3407
 12/1/2018   | N912NN            | 22:04                | 23:01                  | Seattle, WA      | Phoenix, AZ           | Boston, MA     |        447 |           3407
 20/1/2018   | N62892            | 06:27                | 07:30                  | Seattle, WA      | Houston, TX           | Boston, MA     |        447 |           3471
 21/1/2018   | N570JB            | 20:21                | 21:11                  | Seattle, WA      | Long Beach, CA        | Boston, MA     |        447 |           3567
 29/1/2018   | N901NN            | 22:20                | 23:06                  | Seattle, WA      | Phoenix, AZ           | Boston, MA     |        448 |           3407
 4/1/2016    | N522VA            | 13:50                | 21:55                  | Seattle, WA      | Los Angeles, CA       | Boston, MA     |        451 |           3565
 28/1/2016   | N523VA            | 20:13                | 21:54                  | Seattle, WA      | Los Angeles, CA       | Boston, MA     |        454 |           3565
 1/1/2018    | N554JB            | 20:16                | 21:13                  | Seattle, WA      | Long Beach, CA        | Boston, MA     |        454 |           3567
 18/1/2019   | N396DA            | 16:06                | 21:42                  | Seattle, WA      | Los Angeles, CA       | Boston, MA     |        455 |           3565
 4/1/2016    | N522VA            | 20:40                | 21:55                  | Seattle, WA      | Los Angeles, CA       | Boston, MA     |        455 |           3565
 9/1/2019    | N3732J            | 19:50                | 21:42                  | Seattle, WA      | Los Angeles, CA       | Boston, MA     |        456 |           3565
 22/1/2016   | N521VA            | 21:12                | 22:01                  | Seattle, WA      | Los Angeles, CA       | Boston, MA     |        458 |           3565
 18/1/2017   | N3KVAA            | 15:23                | 16:26                  | Seattle, WA      | Phoenix, AZ           | Boston, MA     |        460 |           3407
 2/1/2018    | N508JB            | 20:32                | 21:21                  | Seattle, WA      | Long Beach, CA        | Boston, MA     |        463 |           3567
 16/1/2019   | N3773D            | 20:12                | 21:49                  | Seattle, WA      | Los Angeles, CA       | Boston, MA     |        467 |           3565
 30/1/2019   | N3736C            | 15:55                | 17:27                  | Seattle, WA      | Salt Lake City, UT    | Boston, MA     |        497 |           2794
 23/1/2016   | N408UA            | 12:09                | 14:02                  | Seattle, WA      | Chicago, IL           | Boston, MA     |            |           2588
(253 rows)

