 plane_tail_number | year |      daily_avg      
 N434WN            | 2018 |  5.3225806451612903
 N434WN            | 2019 |  5.6774193548387097
 N434YX            | 2018 |  5.3870967741935484
 N435SW            | 2016 |  6.2000000000000000
 N435SW            | 2017 |  5.4838709677419355
 N435SW            | 2018 |  6.2580645161290323
 N435SW            | 2019 |  5.0666666666666667
 N435WN            | 2016 |  5.3548387096774194
 N435WN            | 2017 |  5.2580645161290323
 N435WN            | 2018 |  6.0322580645161290
 N435WN            | 2019 |  5.5333333333333333
 N436WN            | 2016 |  5.7741935483870968
 N436WN            | 2017 |  5.3333333333333333
 N436WN            | 2018 |  5.5483870967741935
 N436WN            | 2019 |  5.3548387096774194
 N437SW            | 2016 |  5.3666666666666667
 N437SW            | 2017 |  5.3666666666666667
 N437SW            | 2018 |  5.8709677419354839
 N437SW            | 2019 |  5.6666666666666667
 N437WN            | 2016 |  5.2903225806451613
 N437WN            | 2017 |  5.7000000000000000
 N437WN            | 2019 |  5.3666666666666667
 N438SW            | 2017 |  5.6129032258064516
 N438SW            | 2018 |  5.7931034482758621
 N438SW            | 2019 |  5.5333333333333333
 N438WN            | 2016 |  5.0645161290322581
 N438WN            | 2017 |  5.6000000000000000
 N438WN            | 2018 |  5.5000000000000000
 N438WN            | 2019 |  5.6129032258064516
 N439SW            | 2017 |  5.4333333333333333
 N439SW            | 2019 |  5.1428571428571429
 N439WN            | 2017 |  5.0322580645161290
 N439WN            | 2018 |  5.8076923076923077
 N440LV            | 2016 |  5.0322580645161290
 N440LV            | 2017 |  5.3000000000000000
 N440LV            | 2018 |  5.6000000000000000
 N440LV            | 2019 |  5.8064516129032258
 N440SW            | 2018 |  5.4166666666666667
 N440SW            | 2019 |  5.1333333333333333
 N441SW            | 2016 |  5.2500000000000000
 N441SW            | 2017 |  5.9000000000000000
 N441SW            | 2018 |  5.7741935483870968
 N441SW            | 2019 |  5.4838709677419355
 N441WN            | 2016 |  5.4482758620689655
 N441WN            | 2017 |  5.3000000000000000
 N441WN            | 2018 |  5.4516129032258065
 N441YX            | 2019 |  5.1428571428571429
 N442SW            | 2016 |  5.6666666666666667
 N442SW            | 2017 |  5.7741935483870968
 N442WN            | 2016 |  5.2580645161290323
 N442WN            | 2018 |  5.5517241379310345
 N442WN            | 2019 |  5.3548387096774194
 N443SW            | 2016 |  5.8620689655172414
 N443SW            | 2017 |  5.8148148148148148
 N443SW            | 2018 |  6.2413793103448276
 N443SW            | 2019 |  5.1304347826086957
 N443WN            | 2016 |  5.2903225806451613
 N443WN            | 2017 |  5.1290322580645161
 N443WN            | 2018 |  5.2758620689655172
 N443WN            | 2019 |  5.0333333333333333
 N444WN            | 2016 |  5.0714285714285714
 N444WN            | 2017 |  5.5483870967741935
 N444WN            | 2018 |  6.0967741935483871
 N444WN            | 2019 |  5.4642857142857143
 N445SW            | 2017 |  5.9354838709677419
 N445SW            | 2019 |  5.3703703703703704
 N445WN            | 2016 |  5.3225806451612903
 N445WN            | 2017 |  5.3870967741935484
 N445WN            | 2018 |  5.6333333333333333
 N445WN            | 2019 |  5.0967741935483871
 N446SW            | 2016 |  5.1333333333333333
 N446SW            | 2017 |  5.8461538461538462
 N446SW            | 2018 |  5.5000000000000000
 N446SW            | 2019 |  6.1666666666666667
 N446WN            | 2016 |  5.1333333333333333
 N446WN            | 2017 |  5.3666666666666667
 N446WN            | 2018 |  5.5161290322580645
 N446WN            | 2019 |  5.7931034482758621
 N447SW            | 2016 |  6.1666666666666667
 N447SW            | 2017 |  5.4000000000000000
 N447SW            | 2018 |  5.2666666666666667
 N447WN            | 2016 |  5.1612903225806452
 N447WN            | 2017 |  5.5862068965517241
 N447WN            | 2018 |  6.0000000000000000
 N447WN            | 2019 |  5.7586206896551724
 N448SW            | 2016 |  5.4285714285714286
 N448SW            | 2017 |  5.2758620689655172
 N448SW            | 2018 |  5.3548387096774194
 N448SW            | 2019 |  5.0416666666666667
 N448WN            | 2016 |  5.2580645161290323
 N448WN            | 2018 |  5.8095238095238095
 N449SW            | 2018 |  5.9354838709677419
 N449SW            | 2019 |  5.1666666666666667
 N449WN            | 2016 |  5.0333333333333333
 N449WN            | 2017 |  5.2903225806451613
 N449WN            | 2018 |  5.7741935483870968
 N450WN            | 2016 |  5.0322580645161290
 N450WN            | 2018 |  5.9200000000000000
 N450WN            | 2019 |  5.1612903225806452
 N451WN            | 2016 |  5.4516129032258065
 N451WN            | 2017 |  5.6000000000000000
 N451WN            | 2018 |  5.9230769230769231
 N451WN            | 2019 |  5.4838709677419355
 N452SW            | 2016 |  5.9285714285714286
 N452SW            | 2017 |  5.4000000000000000
 N452SW            | 2018 |  5.6896551724137931
 N452SW            | 2019 |  5.0909090909090909
 N452WN            | 2017 |  5.3103448275862069
 N452WN            | 2019 |  5.4516129032258065
 N453SW            | 2016 |  5.2857142857142857
 N453SW            | 2017 |  5.6000000000000000
 N453SW            | 2018 |  6.4838709677419355
 N453SW            | 2019 |  5.6428571428571429
 N453WN            | 2016 |  5.5185185185185185
 N453WN            | 2017 |  5.2333333333333333
 N453WN            | 2018 |  5.8709677419354839
 N453WN            | 2019 |  5.3333333333333333
 N454SW            | 2016 |  5.4666666666666667
 N454SW            | 2017 |  6.0000000000000000
 N454SW            | 2018 |  5.3333333333333333
 N454SW            | 2019 |  5.4615384615384615
 N454WN            | 2017 |  5.0322580645161290
 N454WN            | 2018 |  5.6666666666666667
 N454WN            | 2019 |  5.3870967741935484
 N455CA            | 2017 |  5.7666666666666667
 N455CA            | 2018 |  5.7666666666666667
 N455CA            | 2019 |  5.2000000000000000
 N455SW            | 2016 |  5.1034482758620690
 N455SW            | 2017 |  5.6785714285714286
 N455SW            | 2018 |  5.1290322580645161
 N455SW            | 2019 |  5.4333333333333333
 N455WN            | 2016 |  5.3478260869565217
 N455WN            | 2017 |  5.6129032258064516
 N455WN            | 2018 |  5.0967741935483871
 N455WN            | 2019 |  5.6774193548387097
 N456WN            | 2017 |  5.0967741935483871
 N456WN            | 2018 |  5.4193548387096774
 N457SW            | 2016 |  5.5357142857142857
 N457SW            | 2017 |  5.5714285714285714
 N457SW            | 2018 |  6.0967741935483871
 N457SW            | 2019 |  5.2666666666666667
 N457WN            | 2017 |  5.3548387096774194
 N457WN            | 2018 |  5.4827586206896552
 N457WN            | 2019 |  5.3225806451612903
 N458WN            | 2016 |  5.1785714285714286
 N458WN            | 2017 |  5.6896551724137931
 N458WN            | 2018 |  5.2903225806451613
 N458WN            | 2019 |  5.1333333333333333
 N459SW            | 2016 |  5.8148148148148148
 N459SW            | 2018 |  6.1428571428571429
 N459SW            | 2019 |  5.2000000000000000
 N459WN            | 2016 |  5.1538461538461538
 N459WN            | 2017 |  5.1612903225806452
 N459WN            | 2018 |  5.3333333333333333
 N459WN            | 2019 |  5.2000000000000000
 N460SW            | 2016 |  5.9333333333333333
 N460SW            | 2017 |  5.7096774193548387
 N460SW            | 2018 |  6.2000000000000000
 N460WN            | 2016 |  5.2333333333333333
 N460WN            | 2017 |  5.7419354838709677
 N460WN            | 2018 |  5.7096774193548387
 N460WN            | 2019 |  5.7096774193548387
 N461SW            | 2016 |  5.1000000000000000
 N461SW            | 2017 |  5.5714285714285714
 N461SW            | 2018 |  6.0000000000000000
 N461SW            | 2019 |  5.4000000000000000
 N461WN            | 2016 |  5.3000000000000000
 N461WN            | 2017 |  5.0689655172413793
 N461WN            | 2018 |  6.4838709677419355
 N461WN            | 2019 |  5.2580645161290323
 N462WN            | 2017 |  5.4193548387096774
 N462WN            | 2018 |  5.2258064516129032
 N462WN            | 2019 |  5.4666666666666667
 N463SW            | 2016 |  6.0689655172413793
 N463SW            | 2017 |  5.6551724137931034
 N463SW            | 2018 |  5.8387096774193548
 N463WN            | 2016 |  5.0869565217391304
 N463WN            | 2017 |  5.3333333333333333
 N463WN            | 2018 |  5.7000000000000000
 N463WN            | 2019 |  5.3225806451612903
 N464SW            | 2016 |  6.5806451612903226
 N464SW            | 2017 |  7.2000000000000000
 N464SW            | 2018 |  6.8333333333333333
 N464WN            | 2016 |  5.3225806451612903
 N464WN            | 2017 |  5.5000000000000000
 N464WN            | 2018 |  6.3225806451612903
 N464WN            | 2019 |  5.4838709677419355
 N465SW            | 2016 |  5.3000000000000000
 N465SW            | 2017 |  5.4074074074074074
 N465SW            | 2019 |  5.2608695652173913
 N465WN            | 2016 |  5.3225806451612903
 N465WN            | 2017 |  5.4482758620689655
 N465WN            | 2018 |  6.1612903225806452
 N466SW            | 2016 |  5.8000000000000000
 N466SW            | 2017 |  5.2962962962962963
 N466SW            | 2018 |  7.1428571428571429
 N466WN            | 2018 |  5.4500000000000000
 N466WN            | 2019 |  5.5294117647058824
 N467WN            | 2017 |  5.6333333333333333
 N467WN            | 2018 |  5.5806451612903226
 N467WN            | 2019 |  5.3793103448275862
 N468CA            | 2018 |  5.7741935483870968
 N468CA            | 2019 |  5.6774193548387097
 N468WN            | 2016 |  5.0967741935483871
 N468WN            | 2017 |  5.6400000000000000
 N468WN            | 2018 |  5.4074074074074074
 N468WN            | 2019 |  5.6666666666666667
 N469WN            | 2016 |  5.7419354838709677
 N469WN            | 2017 |  5.1666666666666667
 N469WN            | 2018 |  5.0357142857142857
 N469WN            | 2019 |  5.5517241379310345
 N470WN            | 2016 |  5.0322580645161290
 N470WN            | 2017 |  5.0400000000000000
 N470WN            | 2018 |  5.4000000000000000
 N470WN            | 2019 |  5.6129032258064516
 N471CA            | 2016 |  5.5517241379310345
 N471CA            | 2018 |  5.9354838709677419
 N472CA            | 2016 |  6.5483870967741935
 N472CA            | 2018 |  5.6000000000000000
 N472CA            | 2019 |  5.8333333333333333
 N472WN            | 2017 |  5.8000000000000000
 N472WN            | 2018 |  5.9655172413793103
 N472WN            | 2019 |  5.3225806451612903
 N473WN            | 2016 |  5.2000000000000000
 N473WN            | 2018 |  5.4516129032258065
 N473WN            | 2019 |  5.4193548387096774
 N474WN            | 2016 |  5.2580645161290323
 N474WN            | 2017 |  5.8620689655172414
 N474WN            | 2018 |  5.9354838709677419
 N474WN            | 2019 |  5.0689655172413793
 N475HA            | 2016 | 10.4166666666666667
 N475HA            | 2017 |  9.5483870967741935
 N475HA            | 2018 | 10.6774193548387097
 N475HA            | 2019 |  7.5652173913043478
 N475WN            | 2016 |  5.1935483870967742
 N475WN            | 2017 |  5.3000000000000000
 N475WN            | 2018 |  5.2500000000000000
 N475WN            | 2019 |  5.8064516129032258
 N476HA            | 2016 | 10.2307692307692308
 N476HA            | 2017 | 10.7931034482758621
 N476HA            | 2018 |  9.7096774193548387
 N476HA            | 2019 |  6.6250000000000000
 N476WN            | 2016 |  5.2000000000000000
 N476WN            | 2017 |  5.7241379310344828
 N476WN            | 2018 |  5.9259259259259259
 N476WN            | 2019 |  5.5517241379310345
 N477CA            | 2016 |  5.6666666666666667
 N477CA            | 2017 |  5.6785714285714286
 N477CA            | 2018 |  5.3333333333333333
 N477CA            | 2019 |  5.4814814814814815
 N477HA            | 2016 | 10.4000000000000000
 N477HA            | 2017 |  9.9200000000000000
 N477HA            | 2018 |  6.0000000000000000
 N477HA            | 2019 |  8.3076923076923077
 N477WN            | 2016 |  5.1666666666666667
 N477WN            | 2017 |  5.5806451612903226
 N477WN            | 2018 |  6.1935483870967742
 N477WN            | 2019 |  5.1290322580645161
 N478HA            | 2016 | 10.1600000000000000
 N478HA            | 2017 |  9.7241379310344828
 N478HA            | 2018 | 10.1612903225806452
 N478HA            | 2019 |  9.5862068965517241
 N478WN            | 2016 |  5.6451612903225806
 N478WN            | 2017 |  5.5333333333333333
 N478WN            | 2018 |  5.8333333333333333
 N478WN            | 2019 |  5.7000000000000000
 N479CA            | 2016 |  5.6774193548387097
 N479CA            | 2017 |  5.3600000000000000
 N479CA            | 2019 |  5.0800000000000000
 N479HA            | 2016 | 11.2333333333333333
 N479HA            | 2017 | 11.3448275862068966
 N479HA            | 2018 | 10.6000000000000000
 N479HA            | 2019 |  9.6551724137931034
 N479WN            | 2016 |  5.1724137931034483
 N479WN            | 2017 |  5.1290322580645161
 N479WN            | 2018 |  5.7741935483870968
 N480HA            | 2016 |  9.2857142857142857
 N480HA            | 2017 | 10.4137931034482759
 N480HA            | 2018 |  9.4516129032258065
 N480HA            | 2019 | 10.0357142857142857
 N480WN            | 2016 |  5.7096774193548387
 N480WN            | 2018 |  5.4666666666666667
 N480WN            | 2019 |  5.7333333333333333
 N481HA            | 2016 | 10.9629629629629630
 N481HA            | 2017 |  9.9354838709677419
 N481HA            | 2018 |  9.2413793103448276
 N481HA            | 2019 | 11.2258064516129032
 N481WN            | 2016 |  5.4333333333333333
 N481WN            | 2017 |  5.0967741935483871
 N481WN            | 2018 |  5.5172413793103448
 N481WN            | 2019 |  5.3571428571428571
 N482WN            | 2016 |  5.3548387096774194
 N482WN            | 2018 |  5.7931034482758621
 N482WN            | 2019 |  5.7419354838709677
 N483HA            | 2016 |  9.0000000000000000
 N483HA            | 2017 |  9.1851851851851852
 N483HA            | 2018 | 10.2580645161290323
 N483HA            | 2019 | 11.1612903225806452
 N483WN            | 2016 |  5.0645161290322581
 N483WN            | 2017 |  5.5483870967741935
 N483WN            | 2019 |  5.2758620689655172
 N484HA            | 2016 | 11.5517241379310345
 N484HA            | 2017 | 10.7666666666666667
 N484HA            | 2018 |  8.3750000000000000
 N484WN            | 2016 |  5.5483870967741935
 N484WN            | 2017 |  5.8709677419354839
 N484WN            | 2018 |  5.3333333333333333
 N484WN            | 2019 |  5.9090909090909091
 N485HA            | 2016 | 10.9600000000000000
 N485HA            | 2017 | 10.7083333333333333
 N485HA            | 2018 | 10.5925925925925926
 N485HA            | 2019 | 10.1612903225806452
 N485WN            | 2016 |  5.0967741935483871
 N485WN            | 2017 |  5.0740740740740741
 N485WN            | 2018 |  6.2258064516129032
 N485WN            | 2019 |  5.4516129032258065
 N486HA            | 2016 |  9.7586206896551724
 N486HA            | 2017 |  9.9230769230769231
 N486HA            | 2018 |  9.4516129032258065
 N486HA            | 2019 |  9.6666666666666667
 N486WN            | 2016 |  5.4838709677419355
 N486WN            | 2017 |  5.1666666666666667
 N486WN            | 2018 |  5.4000000000000000
 N486WN            | 2019 |  5.1612903225806452
 N487CA            | 2016 |  6.1724137931034483
 N487CA            | 2017 |  5.5806451612903226
 N487CA            | 2018 |  5.7333333333333333
 N487CA            | 2019 |  5.5000000000000000
 N487HA            | 2016 | 11.0800000000000000
 N487HA            | 2017 | 11.2068965517241379
 N487HA            | 2018 | 11.0000000000000000
 N487HA            | 2019 |  9.9500000000000000
 N487WN            | 2017 |  5.4838709677419355
 N487WN            | 2018 |  5.8064516129032258
 N487WN            | 2019 |  5.6551724137931034
 N488HA            | 2016 | 12.2068965517241379
 N488HA            | 2017 | 11.8064516129032258
 N488HA            | 2018 | 10.1290322580645161
 N488HA            | 2019 | 11.6451612903225806
 N488WN            | 2016 |  5.4333333333333333
 N488WN            | 2017 |  5.1666666666666667
 N488WN            | 2018 |  5.7741935483870968
 N488WN            | 2019 |  5.7741935483870968
 N48901            | 2018 |  5.2580645161290323
 N489HA            | 2016 | 11.9333333333333333
 N489HA            | 2017 | 11.8709677419354839
 N489HA            | 2018 |  9.0000000000000000
 N489HA            | 2019 | 11.0967741935483871
 N489WN            | 2016 |  5.6551724137931034
 N489WN            | 2017 |  5.2500000000000000
 N489WN            | 2018 |  5.2903225806451613
 N489WN            | 2019 |  5.5000000000000000
 N490HA            | 2016 | 11.7241379310344828
 N490HA            | 2017 |  9.6800000000000000
 N490HA            | 2018 | 10.5833333333333333
 N490HA            | 2019 |  9.8076923076923077
 N490WN            | 2016 |  5.3870967741935484
 N490WN            | 2017 |  5.5806451612903226
 N490WN            | 2018 |  5.1935483870967742
 N490WN            | 2019 |  5.4516129032258065
 N491HA            | 2016 | 11.8571428571428571
 N491HA            | 2018 | 10.1612903225806452
 N491HA            | 2019 | 10.6000000000000000
 N491WN            | 2016 |  5.0967741935483871
 N491WN            | 2017 |  5.0322580645161290
 N491WN            | 2018 |  6.0666666666666667
 N491WN            | 2019 |  5.9090909090909091
 N492HA            | 2016 | 11.3076923076923077
 N492HA            | 2017 | 12.0384615384615385
 N492HA            | 2018 |  9.3870967741935484
 N492HA            | 2019 |  9.8387096774193548
 N492SW            | 2016 |  6.5000000000000000
 N492SW            | 2017 |  5.4193548387096774
 N492WN            | 2016 |  5.1290322580645161
 N492WN            | 2017 |  5.2903225806451613
 N492WN            | 2018 |  5.3666666666666667
 N492WN            | 2019 |  5.4333333333333333
 N493HA            | 2016 | 12.0000000000000000
 N493HA            | 2017 | 12.2000000000000000
 N493HA            | 2018 |  8.7666666666666667
 N493HA            | 2019 | 10.5806451612903226
 N493WN            | 2016 |  5.4193548387096774
 N493WN            | 2017 |  5.3870967741935484
 N493WN            | 2018 |  5.1666666666666667
 N493WN            | 2019 |  5.7419354838709677
 N494CA            | 2016 |  5.8333333333333333
 N494CA            | 2017 |  5.5600000000000000
 N494CA            | 2018 |  6.1428571428571429
 N494HA            | 2018 | 10.1481481481481481
 N494HA            | 2019 |  9.5384615384615385
 N494WN            | 2016 |  5.2903225806451613
 N494WN            | 2017 |  5.2903225806451613
 N494WN            | 2018 |  5.8275862068965517
 N494WN            | 2019 |  5.2142857142857143
 N495HA            | 2018 |  9.6774193548387097
 N495HA            | 2019 | 10.1481481481481481
 N495WN            | 2017 |  5.6451612903225806
 N495WN            | 2018 |  5.7096774193548387
 N495WN            | 2019 |  5.4000000000000000
 N496CA            | 2016 |  5.4827586206896552
 N496CA            | 2018 |  6.1935483870967742
 N496WN            | 2016 |  5.3000000000000000
 N496WN            | 2017 |  5.2258064516129032
 N496WN            | 2018 |  5.5000000000000000
 N496WN            | 2019 |  5.7419354838709677
 N497WN            | 2016 |  5.5161290322580645
 N497WN            | 2017 |  5.7096774193548387
 N497WN            | 2018 |  5.6129032258064516
 N497WN            | 2019 |  5.5862068965517241
 N498CA            | 2016 |  5.9655172413793103
 N498CA            | 2018 |  5.4444444444444444
 N498CA            | 2019 |  5.0833333333333333
 N498WN            | 2016 |  5.3225806451612903
 N498WN            | 2017 |  5.7419354838709677
 N498WN            | 2018 |  6.1111111111111111
 N498WN            | 2019 |  5.9032258064516129
 N499WN            | 2016 |  5.1428571428571429
 N499WN            | 2017 |  5.8709677419354839
 N499WN            | 2018 |  6.0967741935483871
 N499WN            | 2019 |  5.2413793103448276
 N500AE            | 2018 |  5.2413793103448276
 N500AE            | 2019 |  5.9285714285714286
 N501AE            | 2018 |  5.8181818181818182
 N502AE            | 2018 |  6.2580645161290323
 N503AE            | 2018 |  5.1935483870967742
 N503MJ            | 2018 |  5.7333333333333333
 N504AE            | 2018 |  5.1000000000000000
 N504AE            | 2019 |  6.1538461538461538
 N504MJ            | 2018 |  5.1785714285714286
 N504MJ            | 2019 |  5.0384615384615385
 N504NK            | 2016 |  5.0645161290322581
 N505AE            | 2019 |  6.0555555555555556
 N506AE            | 2018 |  5.1724137931034483
 N506AE            | 2019 |  5.5185185185185185
 N506CA            | 2016 |  5.5666666666666667
 N506CA            | 2018 |  5.9130434782608696
 N507AE            | 2019 |  5.5769230769230769
 N507CA            | 2016 |  5.4000000000000000
 N508AE            | 2019 |  6.2258064516129032
 N509AE            | 2019 |  5.6206896551724138
 N509MJ            | 2019 |  5.1000000000000000
 N510AE            | 2018 |  6.0000000000000000
 N510AE            | 2019 |  5.8333333333333333
 N510MJ            | 2018 |  5.2333333333333333
 N511AE            | 2018 |  6.0000000000000000
 N511AE            | 2019 |  5.9677419354838710
 N511MJ            | 2019 |  5.1111111111111111
 N512AE            | 2018 |  5.1724137931034483
 N512AE            | 2019 |  6.0000000000000000
 N512MJ            | 2019 |  5.3703703703703704
 N513AE            | 2018 |  5.4000000000000000
 N513AE            | 2019 |  6.3548387096774194
 N514AE            | 2018 |  5.2592592592592593
 N514AE            | 2019 |  5.9032258064516129
 N514MJ            | 2018 |  5.6800000000000000
 N514SW            | 2016 |  7.8387096774193548
 N515AE            | 2018 |  6.2000000000000000
 N515AE            | 2019 |  6.3793103448275862
 N515SW            | 2016 |  7.7000000000000000
 N516AE            | 2018 |  5.1034482758620690
 N516AE            | 2019 |  5.5666666666666667
 N516LR            | 2019 |  5.1153846153846154
 N517AE            | 2018 |  5.9354838709677419
 N517AE            | 2019 |  5.5000000000000000
 N518AE            | 2018 |  5.7666666666666667
 N518AE            | 2019 |  6.0000000000000000
 N518LR            | 2018 |  5.8666666666666667
 N519AE            | 2019 |  5.7500000000000000
 N519LR            | 2018 |  5.3600000000000000
 N519LR            | 2019 |  5.3181818181818182
 N520DC            | 2019 |  5.7666666666666667
 N520SW            | 2016 |  8.1612903225806452
 N521AE            | 2018 |  5.1612903225806452
 N521AE            | 2019 |  5.7692307692307692
 N521SW            | 2016 |  7.6451612903225806
 N522LR            | 2018 |  7.6666666666666667
 N522SW            | 2016 |  7.3703703703703704
 N523SW            | 2016 |  8.1666666666666667
 N524EA            | 2019 |  5.4000000000000000
 N524SW            | 2016 |  8.5806451612903226
 N525EA            | 2019 |  6.4838709677419355
 N525SW            | 2016 |  8.1333333333333333
 N526EA            | 2019 |  6.0000000000000000
 N526SW            | 2016 |  7.7931034482758621
 N527EA            | 2018 |  5.2333333333333333
 N527SW            | 2016 |  7.7586206896551724
 N530EA            | 2018 |  5.4666666666666667
 N530EA            | 2019 |  6.0645161290322581
 N530NK            | 2016 |  5.0666666666666667
 N531EG            | 2018 |  5.1290322580645161
 N531NK            | 2016 |  5.2258064516129032
 N532EA            | 2018 |  5.3793103448275862
 N534EA            | 2018 |  5.5909090909090909
 N534EA            | 2019 |  5.8387096774193548
 N535EA            | 2018 |  5.7741935483870968
 N536EA            | 2018 |  5.1034482758620690
 N537EA            | 2018 |  5.6333333333333333
 N537EA            | 2019 |  5.8000000000000000
 N538EG            | 2018 |  5.4838709677419355
 N539EA            | 2018 |  5.5652173913043478
 N539EA            | 2019 |  6.2903225806451613
 N540EA            | 2018 |  5.6785714285714286
 N540EA            | 2019 |  5.7096774193548387
 N541EA            | 2018 |  5.3793103448275862
 N542EA            | 2018 |  5.4838709677419355
 N543EA            | 2018 |  5.2666666666666667
 N544AE            | 2018 |  5.7586206896551724
 N544AE            | 2019 |  6.3103448275862069
 N545PB            | 2018 |  6.3225806451612903
 N545PB            | 2019 |  5.8800000000000000
 N546FF            | 2018 |  5.6206896551724138
 N546FF            | 2019 |  5.2000000000000000
 N547NN            | 2018 |  6.2333333333333333
 N547NN            | 2019 |  5.8709677419354839
 N548NN            | 2018 |  6.3333333333333333
 N548NN            | 2019 |  5.5806451612903226
 N549NN            | 2018 |  5.8620689655172414
 N549NN            | 2019 |  5.9333333333333333
 N550NN            | 2018 |  5.7241379310344828
 N550NN            | 2019 |  6.4333333333333333
 N550WN            | 2016 |  5.0322580645161290
 N550WN            | 2017 |  5.8125000000000000
 N550WN            | 2018 |  5.2666666666666667
 N551NN            | 2018 |  6.3548387096774194
 N551NN            | 2019 |  6.2580645161290323
 N551WN            | 2016 |  5.5161290322580645
 N551WN            | 2017 |  6.3333333333333333
 N551WN            | 2018 |  5.7741935483870968
 N551WN            | 2019 |  5.7419354838709677
 N552NN            | 2018 |  5.9032258064516129
 N552NN            | 2019 |  6.1923076923076923
 N552NW            | 2016 |  5.0344827586206897
 N552WN            | 2018 |  5.0714285714285714
 N553NN            | 2018 |  6.2000000000000000
 N553NN            | 2019 |  5.3928571428571429
 N554NN            | 2018 |  6.3225806451612903
 N554NN            | 2019 |  5.7142857142857143
 N554NW            | 2016 |  5.0645161290322581
 N555LV            | 2016 |  5.4137931034482759
 N555NN            | 2018 |  5.7857142857142857
 N555NN            | 2019 |  5.5714285714285714
 N556NN            | 2018 |  5.9655172413793103
 N556NN            | 2019 |  6.0384615384615385
 N556WN            | 2018 |  5.4827586206896552
 N557NN            | 2018 |  6.3333333333333333
 N557NN            | 2019 |  5.7419354838709677
 N557WN            | 2016 |  5.6333333333333333
 N557WN            | 2018 |  5.5161290322580645
 N558NN            | 2018 |  5.8000000000000000
 N558NN            | 2019 |  6.4516129032258065
 N558WN            | 2018 |  5.7741935483870968
 N558WN            | 2019 |  7.5000000000000000
 N559NN            | 2018 |  6.4193548387096774
 N559NN            | 2019 |  6.0666666666666667
 N559WN            | 2017 |  5.0689655172413793
 N559WN            | 2018 |  5.4827586206896552
 N560NN            | 2018 |  6.2258064516129032
 N560NN            | 2019 |  6.3666666666666667
 N560WN            | 2017 |  5.0333333333333333
 N560WN            | 2019 |  5.4400000000000000
 N561NN            | 2018 |  5.4827586206896552
 N561NN            | 2019 |  5.8666666666666667
 N561WN            | 2016 |  5.4193548387096774
 N561WN            | 2017 |  5.7096774193548387
 N561WN            | 2019 |  5.6666666666666667
 N562NN            | 2018 |  6.2258064516129032
 N562NN            | 2019 |  6.4000000000000000
 N562WN            | 2018 |  5.0967741935483871
 N562WN            | 2019 |  5.4642857142857143
 N563NN            | 2018 |  5.8064516129032258
 N563NN            | 2019 |  5.4838709677419355
 N563WN            | 2017 |  5.3333333333333333
 N563WN            | 2019 |  5.0769230769230769
 N564NN            | 2018 |  6.3000000000000000
 N564NN            | 2019 |  6.0000000000000000
 N564WN            | 2016 |  5.1333333333333333
 N565NN            | 2018 |  6.4137931034482759
 N565NN            | 2019 |  6.3870967741935484
 N565WN            | 2017 |  5.1666666666666667
 N565WN            | 2018 |  5.5517241379310345
 N566NN            | 2018 |  5.1333333333333333
 N566NN            | 2019 |  6.0000000000000000
 N566WN            | 2016 |  5.2758620689655172
 N566WN            | 2017 |  5.3333333333333333
 N566WN            | 2018 |  5.4193548387096774
 N566WN            | 2019 |  5.7419354838709677
 N567NN            | 2018 |  5.8064516129032258
 N567NN            | 2019 |  6.0967741935483871
 N567WN            | 2016 |  5.1666666666666667
 N567WN            | 2017 |  5.2903225806451613
 N567WN            | 2018 |  5.5483870967741935
 N567WN            | 2019 |  5.6129032258064516
 N568NN            | 2018 |  6.3870967741935484
 N568NN            | 2019 |  5.8461538461538462
 N568WN            | 2016 |  5.1333333333333333
 N568WN            | 2017 |  5.7096774193548387
 N568WN            | 2018 |  5.8709677419354839
 N568WN            | 2019 |  5.3225806451612903
 N569NN            | 2018 |  5.6451612903225806
 N569NN            | 2019 |  5.9677419354838710
 N569WN            | 2016 |  5.3333333333333333
 N569WN            | 2017 |  5.1666666666666667
 N569WN            | 2018 |  5.1935483870967742
 N569WN            | 2019 |  5.5833333333333333
 N570NN            | 2018 |  6.1935483870967742
 N570NN            | 2019 |  6.0645161290322581
 N570WN            | 2017 |  5.1724137931034483
 N570WN            | 2018 |  6.1935483870967742
 N570WN            | 2019 |  5.2903225806451613
 N571NN            | 2018 |  6.4193548387096774
 N571NN            | 2019 |  5.5000000000000000
 N572NN            | 2018 |  6.0322580645161290
 N572NN            | 2019 |  6.5600000000000000
 N573NN            | 2018 |  5.9285714285714286
 N573NN            | 2019 |  5.9032258064516129
 N574NN            | 2018 |  6.2413793103448276
 N574NN            | 2019 |  6.2333333333333333
 N575NN            | 2018 |  5.7666666666666667
 N575NN            | 2019 |  6.2258064516129032
 N576NN            | 2018 |  6.1612903225806452
 N576NN            | 2019 |  6.0333333333333333
 N577NN            | 2018 |  6.0322580645161290
 N577NN            | 2019 |  5.6666666666666667
 N578NN            | 2018 |  5.9354838709677419
 N578NN            | 2019 |  6.4666666666666667
 N579NN            | 2018 |  6.1935483870967742
 N579NN            | 2019 |  6.0740740740740741
 N580NN            | 2018 |  5.9677419354838710
 N580NN            | 2019 |  6.2258064516129032
 N581NN            | 2018 |  5.6333333333333333
 N581NN            | 2019 |  6.3225806451612903
 N582NN            | 2018 |  6.3000000000000000
 N582NN            | 2019 |  6.1666666666666667
 N583NN            | 2018 |  6.0333333333333333
 N583NN            | 2019 |  6.1935483870967742
